Media,Experiment,Treatment,Initial Density Bin,Days of Incubation,E. huxleyi per mL,MCP qPCR standard plate,EhVs per mL (from MCP qPCR),% Sytox Positive,% Lysotracker Positive,% Elevated UVAutofluorescence Positive,Fv/Fm
f/2,V,Preinfected with added viruses,to the third,2,4446,I,9999,3.069628151,0.474170202,,
f/2,V,Uninfected,to the fifth,2,728747,I,9999,2.354819397,6.358392489,,
f/2,V,Uninfected,to the fifth,2,638141,I,9999,2.574002574,1.234491634,,
f/2,V,Uninfected,to the fifth,2,644202,I,9999,2.718047838,13.53889828,,
f/2,V,Uninfected,to the first,2,96,I,9999,4.347826087,0,,
f/2,V,Uninfected,to the first,2,76,I,9999,17.24137931,3.448275862,,
f/2,V,Uninfected,to the first,2,82,I,9999,15.87301587,4.761904762,,
f/2,V,Uninfected,to the fourth,2,75572,I,9999,2.144297147,1.279858269,,
f/2,V,Uninfected,to the fourth,2,66445,I,9999,1.997429052,0.588351627,,
f/2,V,Uninfected,to the fourth,2,68463,I,9999,2.753307442,3.621609674,,
f/2,V,Uninfected,to the second,2,789,I,9999,3.157894737,2.456140351,,
f/2,V,Uninfected,to the second,2,733,I,9999,4.301075269,0.716845878,,
f/2,V,Uninfected,to the second,2,646,I,9999,2.409638554,1.807228916,,
f/2,V,Uninfected,to the third,2,7845,I,9999,2.401129944,1.182909605,,
f/2,V,Uninfected,to the third,2,6795,I,9999,1.74047573,0.792883388,,
f/2,V,Uninfected,to the third,2,6318,I,9999,2.997331144,2.340381852,,
SW,V,Preinfected,to the second,2,628,I,9999,2.742616034,1.054852321,,
SW,V,Preinfected,to the second,2,491,I,9999,3.773584906,1.078167116,,
SW,V,Preinfected,to the second,2,486,I,9999,3.269754768,1.36239782,,
SW,V,Uninfected,to the second,2,597,I,9999,4.4345898,1.77383592,,
SW,V,Uninfected,to the second,2,581,I,9999,5.011389522,1.366742597,,
SW,V,Uninfected,to the second,2,555,I,9999,2.14797136,0.477326969,,
f/2,V,10:1 Co-incubation,to the fifth,3,77829,J,3215651,27.39323974,7.264100181,,
f/2,V,10:1 Co-incubation,to the fifth,3,79214,J,3897868,32.6765031,11.60667083,,
f/2,V,10:1 Co-incubation,to the fifth,3,78340,J,5899277,32.04268581,10.12843517,,
f/2,V,10:1 Co-incubation,to the first,3,209,J,9999,9.696969697,4.242424242,,
f/2,V,10:1 Co-incubation,to the first,3,162,J,9999,7.633587786,1.526717557,,
f/2,V,10:1 Co-incubation,to the first,3,186,J,9999,4.697986577,0,,
f/2,V,10:1 Co-incubation,to the fourth,3,117000,J,650268,3.336370341,1.00655126,,
f/2,V,10:1 Co-incubation,to the fourth,3,128596,J,2374127,3.67102848,3.414451221,,
f/2,V,10:1 Co-incubation,to the fourth,3,117189,J,10822527,4.175084175,1.195286195,,
f/2,V,10:1 Co-incubation,to the second,3,1664,J,9999,3.890160183,0.839054157,,
f/2,V,10:1 Co-incubation,to the second,3,1742,J,9999,2.901627742,0.42462845,,
f/2,V,10:1 Co-incubation,to the second,3,1534,J,9999,1.785714286,0.243506494,,
f/2,V,10:1 Co-incubation,to the third,3,17478,J,9999,1.760041823,0.435653917,,
f/2,V,10:1 Co-incubation,to the third,3,16640,J,9999,2.608218175,0.60400842,,
f/2,V,10:1 Co-incubation,to the third,3,15822,J,9999,1.932668329,0.607855362,,
f/2,V,Preinfected,to the fifth,3,76001,J,7757265,25.56653394,8.921987907,,
f/2,V,Preinfected,to the fifth,3,70709,J,13118584,24.10788382,7.178423237,,
f/2,V,Preinfected,to the fifth,3,74401,J,12456341,32.95115136,9.124193082,,
f/2,V,Preinfected,to the first,3,120,J,9999,2.040816327,0,,
f/2,V,Preinfected,to the first,3,123,J,9999,1.941747573,0,,
f/2,V,Preinfected,to the first,3,111,J,9999,5.319148936,2.127659574,,
f/2,V,Preinfected,to the fourth,3,53168,J,8540588,8.076076264,4.164519605,,
f/2,V,Preinfected,to the fourth,3,53090,J,7931402,7.294832827,1.526664825,,
f/2,V,Preinfected,to the fourth,3,47541,J,11147662,10.10253317,3.045838359,,
f/2,V,Preinfected,to the second,3,1292,J,9999,2.743614002,0.567644276,,
f/2,V,Preinfected,to the second,3,1111,J,9999,1.935483871,0.215053763,,
f/2,V,Preinfected,to the second,3,1142,J,9999,2.895553257,0.206825233,,
f/2,V,Preinfected,to the third,3,12420,J,9999,2.033449645,1.215256888,,
f/2,V,Preinfected,to the third,3,11218,J,9999,1.726167124,0.183078331,,
f/2,V,Preinfected,to the third,3,10430,J,9999,2.783505155,0.463917526,,
f/2,V,Preinfected with added viruses,to the fifth,3,59433,J,7531015,39.83909416,13.94517282,,
f/2,V,Preinfected with added viruses,to the fifth,3,56140,J,55535909,39.71156322,12.27143961,,
f/2,V,Preinfected with added viruses,to the fifth,3,64068,J,7757265,37.88259479,13.43079032,,
f/2,V,Preinfected with added viruses,to the first,3,101,J,9999,4.761904762,1.19047619,,
f/2,V,Preinfected with added viruses,to the first,3,111,J,9999,8.791208791,2.197802198,,
f/2,V,Preinfected with added viruses,to the first,3,103,J,351843,7.954545455,2.272727273,,
f/2,V,Preinfected with added viruses,to the fourth,3,31790,J,3239535,17.55891037,6.946688207,,
f/2,V,Preinfected with added viruses,to the fourth,3,40272,J,1689157,11.69448932,1.759109675,,
f/2,V,Preinfected with added viruses,to the fourth,3,35784,J,9999,12.70831203,5.163071261,,
f/2,V,Preinfected with added viruses,to the second,3,1037,J,9999,3.600464576,0.580720093,,
f/2,V,Preinfected with added viruses,to the second,3,1096,J,9999,3.448275862,0.111234705,,
f/2,V,Preinfected with added viruses,to the second,3,973,J,9999,3.468208092,1.156069364,,
f/2,V,Preinfected with added viruses,to the third,3,9978,J,9999,3.02922731,0.745473908,,
f/2,V,Preinfected with added viruses,to the third,3,11173,J,9999,2.238612836,0.530538302,,
f/2,V,Preinfected with added viruses,to the third,3,9661,J,9999,2.771887307,1.045137837,,
f/2,V,Uninfected,to the fifth,3,1298270,J,9999,2.070807198,0.732338826,,
f/2,V,Uninfected,to the fifth,3,1294763,J,9999,2.627846127,0.815479992,,
f/2,V,Uninfected,to the fifth,3,1152633,J,9999,2.545626868,0.241196627,,
f/2,V,Uninfected,to the first,3,145,J,9999,7.56302521,0.840336134,,
f/2,V,Uninfected,to the first,3,159,J,9999,5.147058824,1.470588235,,
f/2,V,Uninfected,to the first,3,149,J,9999,10,1.538461538,,
f/2,V,Uninfected,to the fourth,3,149923,J,9999,2.448520099,0.478446456,,
f/2,V,Uninfected,to the fourth,3,160767,J,9999,2.717156316,0.732767449,,
f/2,V,Uninfected,to the fourth,3,146789,J,9999,1.979820146,0.219449944,,
f/2,V,Uninfected,to the second,3,1454,J,9999,2.707930368,0.096711799,,
f/2,V,Uninfected,to the second,3,1553,J,9999,3.967538323,0.81154193,,
f/2,V,Uninfected,to the second,3,1382,J,9999,3.988035892,0.598205384,,
f/2,V,Uninfected,to the third,3,15155,J,9999,1.786542923,0.290023202,,
f/2,V,Uninfected,to the third,3,14643,J,9999,2.286071205,0.624609619,,
f/2,V,Uninfected,to the third,3,12691,J,9999,2.0002759,0.248310112,,
SW,V,Preinfected,to the second,3,836,J,9999,2,0.4,,
SW,V,Preinfected,to the second,3,777,J,9999,2.582496413,0.286944046,,
SW,V,Preinfected,to the second,3,791,J,9999,3.007518797,0.902255639,,
SW,V,Uninfected,to the second,3,1027,J,9999,3.125,0.462962963,,
SW,V,Uninfected,to the second,3,980,J,9999,3.398058252,0.242718447,,
SW,V,Uninfected,to the second,3,900,J,9999,3.434610304,0.264200793,,
f/2,V,10:1 Co-incubation,to the fifth,5,11641,F,699933,89.56582633,30.62558357,,
f/2,V,10:1 Co-incubation,to the fifth,5,11373,F,5531338,91.63135593,54.02542373,,
f/2,V,10:1 Co-incubation,to the fifth,5,11783,F,9999,89.11042945,35.0204499,,
f/2,V,10:1 Co-incubation,to the first,5,652,F,9999,3.333333333,0,,
f/2,V,10:1 Co-incubation,to the first,5,696,F,9999,4.329004329,0.865800866,,
f/2,V,10:1 Co-incubation,to the first,5,658,F,9999,5.333333333,0.444444444,,
f/2,V,10:1 Co-incubation,to the fourth,5,28696,F,10082788,46.5719697,10.28409091,,
f/2,V,10:1 Co-incubation,to the fourth,5,36837,F,36701947,43.05805397,10.00817661,,
f/2,V,10:1 Co-incubation,to the fourth,5,36269,F,9999,42.29280877,6.320541761,,
f/2,V,10:1 Co-incubation,to the second,5,6141,F,9999,2.123893805,0,,
f/2,V,10:1 Co-incubation,to the second,5,6548,F,9999,4.231830727,0.735970561,,
f/2,V,10:1 Co-incubation,to the second,5,6211,F,9999,6.214689266,0.941619586,,
f/2,V,10:1 Co-incubation,to the third,5,68891,F,9999,1.91700852,0.276112338,,
f/2,V,10:1 Co-incubation,to the third,5,70904,F,9999,4.129141886,0.671197961,,
f/2,V,10:1 Co-incubation,to the third,5,63977,F,9999,4.570383912,0.740402194,,
f/2,V,Preinfected,to the fifth,5,11525,F,2490366,88.52941176,32.74509804,,
f/2,V,Preinfected,to the fifth,5,5938,F,9999,79.5432921,11.79828735,,
f/2,V,Preinfected,to the fifth,5,9488,F,3586690,82.00514139,6.16966581,,
f/2,V,Preinfected,to the first,5,390,F,9999,7.246376812,0,,
f/2,V,Preinfected,to the first,5,329,F,9999,5.555555556,0,,
f/2,V,Preinfected,to the first,5,411,F,9999,8.695652174,0.724637681,,
f/2,V,Preinfected,to the fourth,5,10051,F,1275872,50.59021922,3.260258572,,
f/2,V,Preinfected,to the fourth,5,14250,F,9999,49.20838682,2.6957638,,
f/2,V,Preinfected,to the fourth,5,15470,F,1155843,44.63255098,0.961908426,,
f/2,V,Preinfected,to the second,5,4113,F,920195,5.288461538,0.480769231,,
f/2,V,Preinfected,to the second,5,3518,F,9999,4.852686308,0.173310225,,
f/2,V,Preinfected,to the second,5,3780,F,9999,4.094488189,0.157480315,,
f/2,V,Preinfected,to the third,5,43571,F,9999,4.823651452,0.389004149,,
f/2,V,Preinfected,to the third,5,43756,F,9999,4.473244147,0.09754738,,
f/2,V,Preinfected,to the third,5,42893,F,9999,4.024424091,0.263669165,,
f/2,V,Preinfected with added viruses,to the fifth,5,5548,F,2855451,69.527897,3.433476395,,
f/2,V,Preinfected with added viruses,to the fifth,5,12655,F,9999,85.98214286,39.64285714,,
f/2,V,Preinfected with added viruses,to the fifth,5,9620,F,1366195,82.03389831,30.05649718,,
f/2,V,Preinfected with added viruses,to the first,5,297,F,9999,10.47619048,0,,
f/2,V,Preinfected with added viruses,to the first,5,332,F,9999,8.196721311,3.278688525,,
f/2,V,Preinfected with added viruses,to the first,5,326,F,9999,3.603603604,0,,
f/2,V,Preinfected with added viruses,to the fourth,5,8702,F,1614830,40.62927497,0,,
f/2,V,Preinfected with added viruses,to the fourth,5,12015,F,500989,53.10344828,6.269592476,,
f/2,V,Preinfected with added viruses,to the fourth,5,10036,F,155428,49.38628159,3.249097473,,
f/2,V,Preinfected with added viruses,to the second,5,3356,F,9999,5.555555556,0,,
f/2,V,Preinfected with added viruses,to the second,5,3630,F,9999,4.291417166,0.698602794,,
f/2,V,Preinfected with added viruses,to the second,5,3380,F,9999,5.684454756,0.580046404,,
f/2,V,Preinfected with added viruses,to the third,5,39268,F,9999,4.380779142,0.090950432,,
f/2,V,Preinfected with added viruses,to the third,5,40326,F,9999,4.384546271,0.539083558,,
f/2,V,Preinfected with added viruses,to the third,5,27995,F,9999,3.16443409,0.194137061,,
f/2,V,Uninfected,to the fifth,5,2982306,F,9999,2.454082116,0.021302111,,
f/2,V,Uninfected,to the fifth,5,3046765,F,9999,3.195949298,0.082937895,,
f/2,V,Uninfected,to the fifth,5,3016551,F,9999,3.301934952,0.738511104,,
f/2,V,Uninfected,to the first,5,612,F,9999,6.603773585,0.471698113,,
f/2,V,Uninfected,to the first,5,753,F,9999,3.787878788,0.378787879,,
f/2,V,Uninfected,to the first,5,517,F,9999,8.152173913,1.630434783,,
f/2,V,Uninfected,to the fourth,5,765929,F,9999,2.775559105,0.170496436,,
f/2,V,Uninfected,to the fourth,5,798508,F,9999,4.050343911,0.397375874,,
f/2,V,Uninfected,to the fourth,5,857338,F,9999,3.054816392,3.825172964,,
f/2,V,Uninfected,to the second,5,5625,F,9999,4.205128205,0.205128205,,
f/2,V,Uninfected,to the second,5,5779,F,9999,6.052631579,1.118421053,,
f/2,V,Uninfected,to the second,5,6208,F,9999,3.438914027,0.633484163,,
f/2,V,Uninfected,to the third,5,56473,F,9999,3.732207315,0.340529864,,
f/2,V,Uninfected,to the third,5,87635,F,9999,7.643186307,1.882817643,,
f/2,V,Uninfected,to the third,5,71253,F,9999,2.822676023,1.190570054,,
SW,V,Preinfected,to the second,5,3012,F,9999,1.737451737,0,,
SW,V,Preinfected,to the second,5,2994,F,9999,2.427184466,0.097087379,,
SW,V,Preinfected,to the second,5,2579,F,9999,0.876232202,0,,
SW,V,Uninfected,to the second,5,3364,F,9999,1.427371956,0,,
SW,V,Uninfected,to the second,5,3825,F,9999,0.664697194,0,,
SW,V,Uninfected,to the second,5,2853,F,9999,1.881188119,0.099009901,,
f/2,V,10:1 Co-incubation,to the fifth,8,10169,D,4698906,95.5,46.08333333,,
f/2,V,10:1 Co-incubation,to the fifth,8,4144,D,74532093,94.27402863,57.2597137,,
f/2,V,10:1 Co-incubation,to the fifth,8,12422,D,9999,96.32199861,68.77168633,,
f/2,V,10:1 Co-incubation,to the first,8,6555,D,9999,3.232062056,0.129282482,,
f/2,V,10:1 Co-incubation,to the first,8,7254,D,9999,2.920560748,0.058411215,,
f/2,V,10:1 Co-incubation,to the first,8,9228,D,9999,1.774871555,0,,
f/2,V,10:1 Co-incubation,to the fourth,8,10712,D,3026570,97.09915612,32.38396624,,
f/2,V,10:1 Co-incubation,to the fourth,8,8797,D,48809737,96.40333976,28.70905588,,
f/2,V,10:1 Co-incubation,to the fourth,8,12943,D,9999,97.95737123,36.98934281,,
f/2,V,10:1 Co-incubation,to the second,8,78674,D,9999,2.590617763,0.129261593,,
f/2,V,10:1 Co-incubation,to the second,8,79254,D,9999,2.635799829,0.080196749,,
f/2,V,10:1 Co-incubation,to the second,8,89422,D,9999,1.436421479,0.062662682,,
f/2,V,10:1 Co-incubation,to the third,8,719288,D,2802675608,4.331024082,0.429646386,,
f/2,V,10:1 Co-incubation,to the third,8,821576,D,206878117,2.409073092,0.115528232,,
f/2,V,10:1 Co-incubation,to the third,8,631747,D,884152725,5.807648921,0.22833958,,
f/2,V,Preinfected,to the fifth,8,11354,D,2903537,95.47934528,65.86126267,,
f/2,V,Preinfected,to the fifth,8,17040,D,9999,97.15281813,51.19116793,,
f/2,V,Preinfected,to the fifth,8,12286,D,620103,95.81395349,48.13953488,,
f/2,V,Preinfected,to the first,8,6164,D,9999,1.651112706,0.071787509,,
f/2,V,Preinfected,to the first,8,5391,D,9999,2.479338843,0.275482094,,
f/2,V,Preinfected,to the first,8,5219,D,9999,2.919708029,0.547445255,,
f/2,V,Preinfected,to the fourth,8,5038,D,3786832,87.70491803,27.86885246,,
f/2,V,Preinfected,to the fourth,8,8782,D,9999,95.26493799,22.77339346,,
f/2,V,Preinfected,to the fourth,8,5917,D,756789,92.38197425,23.81974249,,
f/2,V,Preinfected,to the second,8,59923,D,9999,1.959239933,0.157526829,,
f/2,V,Preinfected,to the second,8,53043,D,9999,2.339472374,0.174216028,,
f/2,V,Preinfected,to the second,8,52990,D,9999,3.762281332,0.491253295,,
f/2,V,Preinfected,to the third,8,389274,D,5818104579,7.843048104,0.929041254,,
f/2,V,Preinfected,to the third,8,361257,D,9999,10.03919204,1.430646532,,
f/2,V,Preinfected,to the third,8,489683,D,1097104608,11.07552674,3.14554295,,
f/2,V,Preinfected with added viruses,to the fifth,8,15171,D,44922097,96.54739485,48.96421846,,
f/2,V,Preinfected with added viruses,to the fifth,8,13185,D,9999,95.08426966,50.56179775,,
f/2,V,Preinfected with added viruses,to the fifth,8,11661,D,9357983,95.86523737,44.56355283,,
f/2,V,Preinfected with added viruses,to the first,8,5724,D,9999,2.911813644,0.083194676,,
f/2,V,Preinfected with added viruses,to the first,8,4833,D,9999,2.490421456,0.191570881,,
f/2,V,Preinfected with added viruses,to the first,8,4165,D,9999,2.250803859,0,,
f/2,V,Preinfected with added viruses,to the fourth,8,5781,D,1824179,79.57166392,17.13344316,,
f/2,V,Preinfected with added viruses,to the fourth,8,5340,D,1998566,92.94797688,17.80346821,,
f/2,V,Preinfected with added viruses,to the fourth,8,5705,D,1387120,89.51486698,12.20657277,,
